Year,Month,Hour,Electricity Price ($/kWh),Natural Gas Price ($/kWh),Hydrogen Price ($/kWh),Biomass Price ($/kWh),Carbon Credit Cap (tonnes CO2/year),Carbon Credit Price ($/tonne CO2),Renewable Share (%),Grid Carbon Intensity (kg CO2/kWh),Natural Gas Carbon Intensity (kg CO2/kWh),Hydrogen Carbon Intensity (kg CO2/kWh),Biomass Carbon Intensity (kg CO2/kWh),Electricity Volatility,Effective Carbon Credit Cap,Carbon Tax ($/tonne CO2),Electricity Emissions (kg CO2),Natural Gas Emissions (kg CO2),Hydrogen Emissions (kg CO2),Biomass Emissions (kg CO2),Cumulative Inflation
2024,11,11.5,0.1966089054783529,0.06833454371333,0.16239610154451192,0.09254343410178559,6000.0,78.65746754321829,0.2,0.4666666666666667,0.2,0.11999999999999998,0.01,0.05,6000.0,0.0,0.09359404804728728,0.01394024691751932,0.01987728282904826,0.0009439430278382129,1.02
2024,12,11.5,0.203890728351223,0.06807283814122038,0.16271766303198928,0.09230054893069596,6000.0,78.68004386780761,0.2,0.4666666666666667,0.2,0.12,0.01,0.05,6000.0,0.0,0.09705756658165815,0.01388685898080896,0.01991664195511549,0.0009414655990930989,1.02
2025,1,11.5,0.19695766599109632,0.06813857941719541,0.15414036480638116,0.09250150559206614,5700.0,81.55194243989064,0.23750000000000002,0.4404166666666667,0.2,0.12,0.01,0.05625,5700.0,0.0,0.09007847493467454,0.014150475064727807,0.01920638270404247,0.000960498633465778,1.03836
2025,2,11.5,0.19573843552696052,0.06785261399700256,0.15513298437304546,0.09219775018248666,5700.0,81.44632470564139,0.23750000000000004,0.4404166666666666,0.2,0.12,0.01,0.05625000000000001,5700.0,0.0,0.08953054915738509,0.014091088053985516,0.019330066278431455,0.0009573445587948685,1.03836
2025,3,11.5,0.18521290487878508,0.06805264137402865,0.15408081577264118,0.09227683483008327,5700.0,81.38053959943012,0.23750000000000002,0.4404166666666667,0.2,0.12,0.01,0.05625,5700.0,0.0,0.08469108665842531,0.014132628139427278,0.01919896270388156,0.0009581657421416526,1.03836
2025,4,11.5,0.16889390428125423,0.058676632941591776,0.15501152658012982,0.09049348187946522,5700.0,81.68886537520609,0.2375,0.4404166666666667,0.2,0.11999999999999998,0.01,0.05625,5700.0,0.0,0.07723230169972098,0.012185493716246248,0.01931493224876923,0.0009396481184436151,1.03836
2025,5,11.5,0.16793313034544907,0.059235327324032735,0.15449819773623838,0.09094158247736735,5700.0,81.59222150825482,0.23750000000000002,0.4404166666666667,0.2,0.12,0.01,0.05625,5700.0,0.0,0.07679200087100399,0.012301518896036527,0.019250969832168056,0.0009443010158119916,1.03836
2025,6,11.5,0.15044202714321842,0.053278063285335756,0.15525037547968912,0.0889759392943945,5700.0,81.61367672168498,0.2375,0.4404166666666667,0.2,0.11999999999999998,0.01,0.05625,5700.0,0.0,0.06878543905928466,0.011064361958592247,0.0193446935859708,0.0009238905632572747,1.03836
2025,7,11.5,0.15020955040296963,0.0537789238479984,0.1549456658198969,0.08929920229194116,5700.0,81.85798970585134,0.23750000000000002,0.4404166666666667,0.2,0.12,0.01,0.05625,5700.0,0.0,0.06870046890545836,0.011168376673361522,0.01930672578728978,0.0009272471969186001,1.03836
2025,8,11.5,0.14883668321805565,0.05300672975071622,0.15480300851648382,0.08954414132670507,5700.0,81.60478386167084,0.23750000000000002,0.4404166666666667,0.2,0.12,0.01,0.05625,5700.0,0.0,0.06808834127711876,0.01100801358079074,0.019288950230781133,0.0009297905458799748,1.03836
2025,9,11.5,0.15656739918905388,0.05915262559693414,0.15434879702762025,0.09029326469012101,5700.0,81.67613087349608,0.2375,0.4404166666666667,0.2,0.11999999999999998,0.01,0.05625,5700.0,0.0,0.07160452505050904,0.012284344062966506,0.01923235402579197,0.0009375691432363405,1.03836
2025,10,11.5,0.16399361471970447,0.05912781872782494,0.15415584732365706,0.09064010876610945,5700.0,81.63938988180415,0.23750000000000002,0.4404166666666667,0.2,0.12,0.01,0.05625,5700.0,0.0,0.07500253288701667,0.01227919237084486,0.019208311875239102,0.000941170633383774,1.03836
2025,11,11.5,0.18747607390845325,0.06774456666836555,0.15491641782125978,0.09241171646339076,5700.0,81.66691860012513,0.2375,0.4404166666666667,0.2,0.11999999999999998,0.01,0.05625,5700.0,0.0,0.08575266347531157,0.01406864964915281,0.019303081393065993,0.0009595662990692644,1.03836
2025,12,11.5,0.187158041678762,0.0680469942359703,0.15328779817004068,0.09256238064403108,5700.0,81.81743131328228,0.23750000000000002,0.4404166666666667,0.2,0.12,0.01,0.05625,5700.0,0.0,0.08557623210947844,0.014131455386972424,0.019100150172941213,0.000961130735655361,1.03836
2026,1,11.5,0.17975114284333704,0.06680064704457814,0.14688463902467713,0.09223647286438001,5415.0,84.25188129941468,0.275,0.4141666666666666,0.21000000000000002,0.12,0.01,0.0625,5415.0,0.0,0.07898442045068163,0.014886712785470976,0.018704946566492683,0.000978817065706537,1.06120392
2026,2,11.5,0.1817933614721571,0.06737107381915257,0.14626153231467956,0.09227847504398438,5415.0,84.10831679871035,0.275,0.4141666666666667,0.21000000000000002,0.12,0.01,0.0625,5415.0,0.0,0.07989320403994603,0.015013834002613757,0.018625597372505354,0.000979262794482984,1.06120392
2026,3,11.5,0.17835314153886303,0.06730857594877078,0.14660560562592295,0.09226249884853453,5415.0,84.31297786686686,0.275,0.4141666666666666,0.21000000000000002,0.12,0.01,0.0625,5415.0,0.0,0.07836563375282161,0.01499990617575519,0.018669413206104418,0.0009790932544706033,1.06120392
2026,4,11.5,0.15381384203987059,0.0586706220146563,0.14707181688209942,0.09055942412948151,5415.0,84.15254729698951,0.275,0.4141666666666666,0.21000000000000002,0.11999999999999998,0.01,0.0625,5415.0,0.0,0.06761014115354572,0.013074913754866229,0.01872878263161673,0.0009610201587914839,1.06120392
2026,5,11.5,0.15298443904693984,0.05840254446801651,0.14621000418960606,0.09048194880996742,5415.0,84.12757995371646,0.275,0.4141666666666666,0.21000000000000002,0.12,0.01,0.0625,5415.0,0.0,0.06724638312697229,0.013015171916761022,0.018619035550707166,0.0009601979876637677,1.06120392
2026,6,11.5,0.136770294398849,0.05329976937008112,0.14634098813677443,0.08931531052467445,5415.0,84.31575462086023,0.275,0.4141666666666666,0.21000000000000002,0.11999999999999998,0.01,0.0625,5415.0,0.0,0.0601125954603582,0.011878004080031463,0.018635715632090225,0.0009478175764480179,1.06120392
2026,7,11.5,0.1359838672234167,0.05308032624732721,0.14679028965826293,0.0890585219361118,5415.0,83.93592970747486,0.275,0.4141666666666666,0.21000000000000002,0.12,0.01,0.0625,5415.0,0.0,0.059760194413953166,0.011829100560593931,0.01869293169639409,0.0009450925258800784,1.06120392
2026,8,11.5,0.13579476412671385,0.05273477959371341,0.14685232485459862,0.08922201986565444,5415.0,84.1207116735475,0.275,0.4141666666666666,0.21000000000000002,0.12,0.01,0.0625,5415.0,0.0,0.05969239353980483,0.011752094513288784,0.018700831535617617,0.0009468275723175037,1.06120392
2026,9,11.5,0.14998155678624295,0.058590031538256655,0.14700424883804958,0.09045457327411614,5415.0,84.15866596731429,0.275,0.4141666666666666,0.21000000000000002,0.11999999999999998,0.01,0.0625,5415.0,0.0,0.06592109787192964,0.013056953939677535,0.01872017821483124,0.000959907477404193,1.06120392
2026,10,11.5,0.1490060135823543,0.05897983433793349,0.14704144366693858,0.0901927606556126,5415.0,84.01371456633044,0.275,0.4141666666666666,0.21000000000000002,0.12,0.01,0.0625,5415.0,0.0,0.06550243299446822,0.013143822594076784,0.018724914770617728,0.0009571291116335787,1.06120392
2026,11,11.5,0.17107682086198486,0.06732757057689136,0.1470600071389979,0.09240641303743183,5415.0,84.16489836954283,0.275,0.4141666666666666,0.21000000000000002,0.11999999999999998,0.01,0.0625,5415.0,0.0,0.07517677362720944,0.015004139182257497,0.01872727872613591,0.0009806204774846178,1.06120392
2026,12,11.5,0.17064906266795848,0.0675520499717978,0.14605247115234202,0.0925078081199553,5415.0,84.45381892323186,0.275,0.4141666666666666,0.21000000000000002,0.12,0.01,0.0625,5415.0,0.0,0.07500381627870917,0.015054165049162623,0.01859897458950627,0.0009816964860750441,1.06120392
2027,1,11.5,0.15664076279750686,0.06070007918672324,0.13930879591892467,0.08514640970096048,5144.249999999999,87.04210943739724,0.3125,0.3879166666666667,0.22,0.12,0.01,0.06875,5144.249999999999,0.0,0.06570708636212906,0.014440591012062397,0.018077268730285933,0.000920745001198084,1.08136679448
2027,2,11.5,0.1548375024712838,0.06073315736446555,0.13994605133546675,0.08539767514533778,5144.249999999999,86.65954453402409,0.3125,0.3879166666666667,0.22,0.12,0.01,0.06875,5144.249999999999,0.0,0.06492705313634459,0.014448460333529537,0.018159961551932065,0.000923462102279583,1.08136679448
2027,3,11.5,0.15435771004832943,0.0602547087507855,0.1401673909987785,0.08469869497040716,5144.249999999999,86.77712944940615,0.3125,0.3879166666666667,0.22,0.12,0.01,0.06875,5144.249999999999,0.0,0.06477372817097928,0.014334637075915844,0.018188683475396872,0.0009159035627678851,1.08136679448
2027,4,11.5,0.1332026380174336,0.052505578740016164,0.13982991878103798,0.08298079842952719,5144.249999999999,86.62075644045905,0.3125,0.3879166666666667,0.22,0.11999999999999998,0.01,0.06875,5144.249999999999,0.0,0.05587373349817685,0.012491113662369874,0.018144891725357975,0.0008973268000112883,1.08136679448
2027,5,11.5,0.1332773731452166,0.05264990709039648,0.13948521897517152,0.08317601582589615,5144.249999999999,86.9452939152747,0.3125,0.3879166666666667,0.22,0.12,0.01,0.06875,5144.249999999999,0.0,0.05590378494043812,0.012525449477202612,0.018100162094462652,0.0008994378161126708,1.08136679448
2027,6,11.5,0.11963832771789157,0.04748933002853418,0.13900102570105924,0.08221467031773755,5144.249999999999,87.08271963986849,0.3125,0.3879166666666667,0.22,0.11999999999999998,0.01,0.06875,5144.249999999999,0.0,0.05020202143822463,0.01129774460869094,0.018037331231014385,0.0008890421450072186,1.08136679448
2027,7,11.5,0.11421247647530895,0.04724156509702129,0.13975300892459502,0.08201601137000084,5144.249999999999,86.90413374406057,0.3125,0.3879166666666667,0.22,0.12,0.01,0.06875,5144.249999999999,0.0,0.047905722205443695,0.011238801159340516,0.0181349115935669,0.0008868939131121304,1.08136679448
2027,8,11.5,0.11754438305761805,0.04730024753538917,0.13962835053226058,0.08185274416481236,5144.249999999999,86.6036864011071,0.3125,0.3879166666666667,0.22,0.12,0.01,0.06875,5144.249999999999,0.0,0.04930536823723725,0.011252761752199948,0.01811873542003205,0.0008851283957689468,1.08136679448
2027,9,11.5,0.1303974791108762,0.05253187026949965,0.14015483378845886,0.08296677509461309,5144.249999999999,86.8096994469194,0.3125,0.3879166666666667,0.22,0.11999999999999998,0.01,0.06875,5144.249999999999,0.0,0.054699393752224594,0.012497368435500972,0.018187054001364354,0.0008971751563240485,1.08136679448
2027,10,11.5,0.13035887660649811,0.05249426798812194,0.13903550612258495,0.08336380211865928,5144.249999999999,87.1207565995743,0.3125,0.3879166666666667,0.22,0.12,0.01,0.06875,5144.249999999999,0.0,0.054670849397834856,0.012488422826635691,0.018041805548962096,0.0009014684747271961,1.08136679448
2027,11,11.5,0.14815306459235444,0.0602596659194514,0.14019849727953462,0.08495017665130991,5144.249999999999,86.72740019397172,0.3125,0.3879166666666667,0.22,0.11999999999999998,0.01,0.06875,5144.249999999999,0.0,0.062156083301532036,0.01433581638978563,0.01819271995129,0.0009186230021593674,1.08136679448
2027,12,11.5,0.14750316995520876,0.06068308666701547,0.13909475384248424,0.08481851164671511,5144.249999999999,86.70272741781328,0.3125,0.3879166666666667,0.22,0.12,0.01,0.06875,5144.249999999999,0.0,0.0618625817981487,0.01443654847981776,0.018049493770995823,0.0009171992205197288,1.08136679448
2028,1,11.5,0.14209007141080607,0.06022415101610237,0.13281646191104862,0.08480322698147005,4887.037499999999,89.00339875751796,0.35000000000000003,0.36166666666666664,0.23,0.12,0.01,0.07500000000000001,4887.037499999999,27.172054879451427,0.05677416740412192,0.01529316217910921,0.017596728145921812,0.0009362916499068488,1.10407549716408
2028,2,11.5,0.1423157336216208,0.060515307666876,0.13361828268356982,0.0851375997123616,4887.037499999999,89.39984089799238,0.35000000000000003,0.3616666666666667,0.23,0.12,0.01,0.07500000000000001,4887.037499999999,27.172054879451427,0.05682467184469833,0.015367097731618982,0.017702960626088747,0.0009399833772978206,1.10407549716408
2028,3,11.5,0.14113467563465212,0.06059090240935451,0.1331976712715731,0.08515587690203225,4887.037499999999,89.21161187130117,0.35000000000000003,0.36166666666666664,0.23,0.12,0.01,0.07500000000000001,4887.037499999999,27.172054879451427,0.056363060174619,0.015386294061282519,0.01764723421563117,0.0009401851712705446,1.10407549716408
2028,4,11.5,0.1217007872502571,0.052215311209164304,0.13229973807451165,0.08293657388702383,4887.037499999999,88.959704503008,0.35000000000000003,0.3616666666666667,0.22999999999999998,0.11999999999999998,0.01,0.07500000000000001,4887.037499999999,27.172054879451423,0.04858947862307105,0.013259418507052105,0.01752826789071528,0.000915682390474013,1.10407549716408
2028,5,11.5,0.12165444577549336,0.05236895115922143,0.1323919213355437,0.08281230666120004,4887.037499999999,89.26167187935788,0.35000000000000003,0.36166666666666664,0.23,0.12,0.01,0.07500000000000001,4887.037499999999,27.172054879451427,0.0485723490392294,0.01329843343102813,0.01754048116428578,0.000914310386482687,1.10407549716408
2028,6,11.5,0.10927775581517189,0.04698740572003229,0.13221195542784098,0.08175421199711105,4887.037499999999,89.44228900426025,0.35000000000000003,0.3616666666666667,0.22999999999999998,0.11999999999999998,0.01,0.07500000000000001,4887.037499999999,27.172054879451423,0.04363747405394251,0.011931857966082848,0.017516637650403444,0.0009026282225596798,1.10407549716408
2028,7,11.5,0.10913280329299162,0.047145501141905834,0.13307670298821014,0.08202639410321147,4887.037499999999,89.65049070856121,0.35000000000000003,0.36166666666666664,0.23,0.12,0.01,0.07500000000000001,4887.037499999999,27.172054879451427,0.04356648732243496,0.01197200430082886,0.01763120724151977,0.0009056333185007997,1.10407549716408
2028,8,11.5,0.10814673997875159,0.047116348113335045,0.13281650356460903,0.08194038430463842,4887.037499999999,89.43826523220527,0.35000000000000003,0.36166666666666664,0.23,0.12,0.01,0.07500000000000001,4887.037499999999,27.172054879451427,0.043188534465610565,0.011964601257590841,0.017596733664562863,0.0009046837053895945,1.10407549716408
2028,9,11.5,0.11934465848745693,0.05233105750629854,0.13309775295112272,0.08304140005493682,4887.037499999999,89.34779012681287,0.35000000000000003,0.3616666666666667,0.22999999999999998,0.11999999999999998,0.01,0.07500000000000001,4887.037499999999,27.172054879451423,0.047636416794696046,0.013288810816679384,0.017633996131311926,0.0009168397505085566,1.10407549716408
2028,10,11.5,0.11886963508043621,0.05204140468093159,0.13227388221634287,0.08310942927302642,4887.037499999999,89.35561162375868,0.35000000000000003,0.36166666666666664,0.23,0.12,0.01,0.07500000000000001,4887.037499999999,27.172054879451427,0.047463668028951245,0.013215257141629825,0.017524842272379805,0.0009175908444363959,1.10407549716408
2028,11,11.5,0.13964236299812693,0.060158828828520305,0.1326917025421575,0.08493634628127238,4887.037499999999,89.36680427089722,0.35000000000000003,0.3616666666666667,0.22999999999999998,0.11999999999999998,0.01,0.07500000000000001,4887.037499999999,27.172054879451423,0.05575761081431594,0.015276574434961191,0.017580198894453693,0.0009377613874779626,1.10407549716408
2028,12,11.5,0.1418522691693382,0.060213425720936915,0.1320010845946653,0.08541977171355107,4887.037499999999,89.35632313151494,0.35000000000000003,0.36166666666666664,0.23,0.12,0.01,0.07500000000000001,4887.037499999999,27.172054879451427,0.0566279981451221,0.015290438625923043,0.017488699572006345,0.0009430987692228113,1.10407549716408
2029,1,11.5,0.13839317000651757,0.06657757840631096,0.12550023259069337,0.09243890571741958,4642.685624999998,91.8161264309293,0.38750000000000007,0.33541666666666664,0.24,0.12,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.05226949844057908,0.017994433545241648,0.01695995595907356,0.0010410072140300884,1.1261570071073617
2029,2,11.5,0.13813831504676857,0.06659097580695827,0.12648163415525326,0.09238554438058583,4642.685624999998,91.70348461683302,0.38750000000000007,0.3354166666666667,0.24,0.12,0.01,0.08125000000000002,4642.685624999998,26.639269489658265,0.05217600685652553,0.017998054563629486,0.017092581428919392,0.0010404062815962487,1.1261570071073617
2029,3,11.5,0.14156553986874443,0.06654479694203312,0.12597329157872647,0.09223605723504749,4642.685624999998,91.68118865051564,0.38750000000000007,0.33541666666666664,0.24,0.12,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.053475199072849915,0.01798557344707371,0.017023884602371392,0.0010387228216320438,1.1261570071073617
2029,4,11.5,0.11992216698471204,0.05817945240326744,0.1260528158574239,0.09064406729254298,4642.685624999998,91.50120443366656,0.38750000000000007,0.33541666666666664,0.23999999999999996,0.11999999999999998,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.04529454530440063,0.015724607518466126,0.017034631421214225,0.001020794515342085,1.1261570071073617
2029,5,11.5,0.11909690883782045,0.05832080607009963,0.12613059804908675,0.09009074710205926,4642.685624999998,91.21104354636199,0.38750000000000007,0.33541666666666664,0.24,0.12,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.0449852993760692,0.015762812259838138,0.01704514281643454,0.0010145632612452128,1.1261570071073617
2029,6,11.5,0.1083523739007109,0.05218984816125282,0.12594946181198566,0.08885695510954174,4642.685624999998,91.76286754103067,0.38750000000000007,0.33541666666666664,0.23999999999999996,0.11999999999999998,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.040938331683389166,0.014105751169599388,0.017020664275316243,0.001000668826268347,1.1261570071073617
2029,7,11.5,0.10803932559814647,0.052551628774146056,0.12583752462000058,0.08899855706044696,4642.685624999998,91.57968578422485,0.38750000000000007,0.33541666666666664,0.24,0.12,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.04081841672066166,0.014203532394938264,0.017005537212943057,0.001002263486560667,1.1261570071073617
2029,8,11.5,0.10865494812033993,0.052534431730963144,0.12643744150962571,0.08891251686290258,4642.685624999998,91.9118259290804,0.38750000000000007,0.33541666666666664,0.24,0.12,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.041045509071947144,0.01419888441797459,0.01708660928601506,0.001001294538847092,1.1261570071073617
2029,9,11.5,0.1204228351287437,0.05818816661705634,0.12627393782085428,0.09036410762019376,4642.685624999998,91.60696335011242,0.38750000000000007,0.33541666666666664,0.23999999999999996,0.11999999999999998,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.04548414988983301,0.015726962775966878,0.017064513587039316,0.0010176417298748495,1.1261570071073617
2029,10,11.5,0.2999353938007704,0.11619788155752318,0.3152298637611889,0.09023204210153056,4642.685624999998,91.61389451026781,0.38750000000000007,0.33541666666666664,0.24,0.12,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.11329829155060765,0.03140569404648864,0.04259979839089942,0.0010161544647824513,1.1261570071073617
2029,11,11.5,0.345253451635356,0.13467186628209638,0.31677279588247537,0.0928340073512549,4642.685624999998,91.62345473942169,0.38750000000000007,0.33541666666666664,0.23999999999999996,0.11999999999999998,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.13035664223463855,0.03639879980971403,0.04280830844928476,0.0010454566787647204,1.1261570071073617
2029,12,11.5,0.34577834209394814,0.13283393891346332,0.31703121658704203,0.09253526586984703,4642.685624999998,91.72764491926658,0.38750000000000007,0.33541666666666664,0.24,0.12,0.01,0.08125000000000002,4642.685624999998,26.63926948965826,0.1306340970605577,0.035902049061376305,0.042843231123752275,0.0010420923806387092,1.1261570071073617
2030,1,11.5,0.33535815290948195,0.13946132550471058,0.2963380939512009,0.09524974049975383,4410.5513437499985,112.49863485426529,0.42500000000000004,0.30916666666666665,0.25,0.12,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.11948078133181508,0.04016690549079385,0.040967862607011865,0.0010973328443080158,1.1520586182708308
2030,2,11.5,0.3428512374289261,0.13906631279546972,0.2946880073116014,0.09495998847020232,4410.5513437499985,112.17494323403278,0.42500000000000004,0.30916666666666665,0.25,0.12,0.01,0.08750000000000001,4344.393073593748,26.040341632119514,0.12210868327379064,0.040053136041792003,0.04073974302292655,0.0010939947310799531,1.1520586182708308
2030,3,11.5,0.32899404998474574,0.13756133828393383,0.29142774634285334,0.09487857055067796,4410.5513437499985,112.4436810590263,0.42500000000000004,0.30916666666666665,0.25,0.12,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.11714758066887321,0.039619681327718786,0.04028902161330357,0.0010930567489212558,1.1520586182708308
2030,4,11.5,0.11237433120022632,0.06030555052923067,0.11909228449987255,0.09279147971924924,4410.5513437499985,112.09991296208203,0.4250000000000001,0.30916666666666665,0.25,0.11999999999999998,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.040008211644778,0.017368882304191813,0.01646415512731678,0.001069012239126641,1.1520586182708308
2030,5,11.5,0.11613172053595042,0.06039835066421294,0.11860962595331327,0.0926956814722303,4410.5513437499985,112.20647151459643,0.42500000000000004,0.30916666666666665,0.25,0.12,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.04136144146403403,0.01739561010301257,0.016397429014727297,0.0010679085871657067,1.1520586182708308
2030,6,11.5,0.10446706490391183,0.05432830899191342,0.11830450230313812,0.09102383629248002,4410.5513437499985,112.20453848395505,0.4250000000000001,0.30916666666666665,0.25,0.11999999999999998,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.037214261077054396,0.01564734914755363,0.01635524657502859,0.0010486479506882482,1.1520586182708308
2030,7,11.5,0.10446240943764709,0.054363057663413504,0.11817030149856843,0.09097655603588264,4410.5513437499985,112.21832441314125,0.42500000000000004,0.30916666666666665,0.25,0.12,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.03720016812085709,0.015657357274172414,0.01633669371181059,0.0010481032544173777,1.1520586182708308
2030,8,11.5,0.10486835023293163,0.054728733148999356,0.11859410064630899,0.09106683808175065,4410.5513437499985,112.47351315915188,0.42500000000000004,0.30916666666666665,0.25,0.12,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.03734896240747663,0.015762677172837303,0.01639528268707903,0.0010491433565075511,1.1520586182708308
2030,9,11.5,0.11605741732142519,0.06034278800642164,0.11872925482683683,0.09281351314512941,4410.5513437499985,112.17359536796124,0.4250000000000001,0.30916666666666665,0.25,0.11999999999999998,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.04133196112206542,0.017379607243321944,0.01641396735169572,0.001069266077108394,1.1520586182708308
2030,10,11.5,0.11678316682594016,0.06049724686711859,0.11874860944123147,0.09254350516428127,4410.5513437499985,112.58561014172078,0.42500000000000004,0.30916666666666665,0.25,0.12,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.04158817015219902,0.0174240936587305,0.016416643069733717,0.0010661554268950135,1.1520586182708308
2030,11,11.5,0.13452219735179316,0.06989658352977107,0.11905528100158017,0.09530748160608814,4410.5513437499985,112.71725751101224,0.4250000000000001,0.30916666666666665,0.25,0.11999999999999998,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.04791166379850879,0.02013124036078994,0.01645903950342311,0.0010979980556998254,1.1520586182708308
2030,12,11.5,0.13377564106451237,0.0693641558846525,0.11882712171114472,0.09513245665893565,4410.5513437499985,112.3539469916046,0.42500000000000004,0.30916666666666665,0.25,0.12,0.01,0.08750000000000001,4344.393073593748,26.040341632119517,0.04765078705220664,0.019977893396498816,0.016427497158196948,0.0010959816657120309,1.1520586182708308
2031,1,11.5,0.13019325146995997,0.06948282766816563,0.11144826383303566,0.09547280743640313,4190.023776562498,115.04260048071446,0.46250000000000013,0.2829166666666667,0.25,0.11,0.01,0.09375000000000001,4064.3230632656227,25.554800424062332,0.04324927183843682,0.020392301988809737,0.014391788022054663,0.0011208008575935447,1.1739477320179765
2031,2,11.5,0.12532479158338825,0.0693977436620006,0.11135155694271079,0.09535450720280927,4190.023776562498,115.09859527533975,0.4625000000000001,0.28291666666666665,0.25,0.11,0.01,0.09375000000000001,4064.3230632656227,25.554800424062332,0.041634478288647435,0.02036733094479263,0.014379299850252249,0.0011194120746842978,1.1739477320179765
2031,3,11.5,0.1300376979856779,0.06978532821250458,0.11224375570513245,0.09501537689194729,4190.023776562498,114.99628969458735,0.46250000000000013,0.2829166666666667,0.25,0.11,0.01,0.09375000000000001,4064.3230632656227,25.554800424062332,0.04317121243562086,0.020481081945799964,0.014494513268754205,0.0011154308620913477,1.1739477320179765
