Year,Interval,FuelBlendNG,FuelBlendH2,FuelBlendBiomass,CarbonCredits,CreditsPurchased,CreditsEarned,CreditsSold,CreditsHeld,CreditsUsedToOffset,TotalEmissionsPerInterval,ExceedsCap,EmissionsDifference,BelowCap,InvestTime,ActiveH2Blending
1,11,1.0,0.0,0.0,0.0,,6848.413067361511,13948.244661851077,0.0,0.0,0.0,,,0.0,,
2,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
2,1,1.0,0.0,0.0,0.0,,9821.344612135428,9821.344612135428,0.0,0.0,0.0,,,0.0,,
2,2,1.0,0.0,0.0,0.0,,9473.552137914401,0.0,9473.552137914401,0.0,0.0,,,0.0,,
2,3,1.0,0.0,0.0,0.0,,9138.075656044899,8611.6277939593,10000.0,0.0,0.0,,,0.0,,
2,4,1.0,0.0,0.0,0.0,,8814.47903383618,8814.47903383618,10000.0,0.0,0.0,,,0.0,,
2,5,1.0,0.0,0.0,0.0,,8502.341582884774,18502.341582884772,0.0,0.0,0.0,,,0.0,,
2,6,1.0,0.0,0.0,0.0,,8201.257512162923,8201.257512162923,0.0,0.0,0.0,,,0.0,,
2,7,1.0,0.0,0.0,0.0,,7910.8354004742105,0.0,7910.8354004742105,0.0,0.0,,,0.0,,
2,8,1.0,0.0,0.0,0.0,,7630.697687590515,15541.533088064725,0.0,0.0,0.0,,,0.0,,
2,9,1.0,0.0,0.0,0.0,,7360.4801834087975,0.0,7360.4801834087975,0.0,0.0,,,0.0,,
2,10,1.0,0.0,0.0,0.0,,7099.831594489566,4460.311777898363,10000.0,0.0,0.0,,,0.0,,
2,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
3,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
3,1,1.0,0.0,0.0,0.0,,9821.344612135428,0.0,9821.344612135428,0.0,0.0,,,0.0,,
3,2,1.0,0.0,0.0,0.0,,9473.552137914401,18432.972406094726,861.924343955101,0.0,0.0,,,0.0,,
3,3,1.0,0.0,0.0,0.0,,9138.075656044899,0.0,10000.0,0.0,0.0,,,0.0,,
3,4,1.0,0.0,0.0,0.0,,8814.47903383618,17316.820616720954,1497.6584171152263,0.0,0.0,,,0.0,,
3,5,1.0,0.0,0.0,0.0,,8502.341582884774,10000.0,0.0,0.0,0.0,,,0.0,,
3,6,1.0,0.0,0.0,0.0,,8201.257512162923,0.0,8201.257512162923,0.0,0.0,,,0.0,,
3,7,1.0,0.0,0.0,0.0,,7910.8354004742105,13742.790600227649,2369.3023124094852,0.0,0.0,,,0.0,,
3,8,1.0,0.0,0.0,0.0,,7630.697687590515,0.0,10000.0,0.0,0.0,,,0.0,,
3,9,1.0,0.0,0.0,0.0,,7360.4801834087975,17360.4801834088,0.0,0.0,0.0,,,0.0,,
3,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,7099.831594489566,0.0,0.0,,,0.0,,
3,11,1.0,0.0,0.0,0.0,,6848.413067361511,13948.244661851077,0.0,0.0,0.0,,,0.0,,
4,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
4,1,1.0,0.0,0.0,0.0,,9821.344612135428,9821.344612135428,0.0,0.0,0.0,,,0.0,,
4,2,1.0,0.0,0.0,0.0,,9473.552137914401,8611.6277939593,861.924343955101,0.0,0.0,,,0.0,,
4,3,1.0,0.0,0.0,0.0,,9138.075656044899,0.0,10000.0,0.0,0.0,,,0.0,,
4,4,1.0,0.0,0.0,0.0,,8814.47903383618,18814.479033836178,0.0,0.0,0.0,,,0.0,,
4,5,1.0,0.0,0.0,0.0,,8502.341582884774,8502.341582884774,0.0,0.0,0.0,,,0.0,,
4,6,1.0,0.0,0.0,0.0,,8201.257512162923,0.0,8201.257512162923,0.0,0.0,,,0.0,,
4,7,1.0,0.0,0.0,0.0,,7910.8354004742105,6112.092912637134,10000.0,0.0,0.0,,,0.0,,
4,8,1.0,0.0,0.0,0.0,,7630.697687590515,17630.697687590517,0.0,0.0,0.0,,,0.0,,
4,9,1.0,0.0,0.0,0.0,,7360.4801834087975,4460.311777898363,2900.1684055104342,0.0,0.0,,,0.0,,
4,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,10000.0,0.0,0.0,,,0.0,,
4,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
5,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
5,1,1.0,0.0,0.0,0.0,,9821.344612135428,9821.344612135428,0.0,0.0,0.0,,,0.0,,
5,2,1.0,0.0,0.0,0.0,,9473.552137914401,8611.6277939593,861.924343955101,0.0,0.0,,,0.0,,
5,3,1.0,0.0,0.0,0.0,,9138.075656044899,0.0,10000.0,0.0,0.0,,,0.0,,
5,4,1.0,0.0,0.0,0.0,,8814.47903383618,18814.479033836178,0.0,0.0,0.0,,,0.0,,
5,5,1.0,0.0,0.0,0.0,,8502.341582884774,0.0,8502.341582884774,0.0,0.0,,,0.0,,
5,6,1.0,0.0,0.0,0.0,,8201.257512162923,6703.599095047697,10000.0,0.0,0.0,,,0.0,,
5,7,1.0,0.0,0.0,0.0,,7910.8354004742105,17910.83540047421,0.0,0.0,0.0,,,0.0,,
5,8,1.0,0.0,0.0,0.0,,7630.697687590515,7630.697687590515,0.0,0.0,0.0,,,0.0,,
5,9,1.0,0.0,0.0,0.0,,7360.4801834087975,4460.311777898363,2900.1684055104342,0.0,0.0,,,0.0,,
5,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,10000.0,0.0,0.0,,,0.0,,
5,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
6,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
6,1,1.0,0.0,0.0,0.0,,9821.344612135428,0.0,9821.344612135428,0.0,0.0,,,0.0,,
6,2,1.0,0.0,0.0,0.0,,9473.552137914401,9294.89675004983,10000.0,0.0,0.0,,,0.0,,
6,3,1.0,0.0,0.0,0.0,,9138.075656044899,17952.55468988108,1185.52096616382,0.0,0.0,,,0.0,,
6,4,1.0,0.0,0.0,0.0,,8814.47903383618,0.0,10000.0,0.0,0.0,,,0.0,,
6,5,1.0,0.0,0.0,0.0,,8502.341582884774,18502.341582884772,0.0,0.0,0.0,,,0.0,,
6,6,1.0,0.0,0.0,0.0,,8201.257512162923,8201.257512162923,0.0,0.0,0.0,,,0.0,,
6,7,1.0,0.0,0.0,0.0,,7910.8354004742105,0.0,7910.8354004742105,0.0,0.0,,,0.0,,
6,8,1.0,0.0,0.0,0.0,,7630.697687590515,15541.533088064725,0.0,0.0,0.0,,,0.0,,
6,9,1.0,0.0,0.0,0.0,,7360.4801834087975,4460.311777898363,2900.1684055104342,0.0,0.0,,,0.0,,
6,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,10000.0,0.0,0.0,,,0.0,,
6,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
