Year,Interval,FuelBlendNG,FuelBlendH2,FuelBlendBiomass,CarbonCredits,CreditsPurchased,CreditsEarned,CreditsSold,CreditsHeld,CreditsUsedToOffset,TotalEmissionsPerInterval,ExceedsCap,EmissionsDifference,BelowCap,InvestTime,ActiveH2Blending
1,11,1.0,0.0,0.0,0.0,,6848.413067361511,13948.244661851077,0.0,0.0,0.0,,,0.0,,
2,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
2,1,1.0,0.0,0.0,0.0,,9821.344612135428,9821.344612135428,0.0,0.0,0.0,,,0.0,,
2,2,1.0,0.0,0.0,0.0,,9473.552137914401,0.0,9473.552137914401,0.0,0.0,,,0.0,,
2,3,1.0,0.0,0.0,0.0,,9138.075656044899,8611.6277939593,10000.0,0.0,0.0,,,0.0,,
2,4,1.0,0.0,0.0,0.0,,8814.47903383618,8814.47903383618,10000.0,0.0,0.0,,,0.0,,
2,5,1.0,0.0,0.0,0.0,,8502.341582884774,18502.341582884772,0.0,0.0,0.0,,,0.0,,
2,6,1.0,0.0,0.0,0.0,,8201.257512162923,8201.257512162923,0.0,0.0,0.0,,,0.0,,
2,7,1.0,0.0,0.0,0.0,,7910.8354004742105,0.0,7910.8354004742105,0.0,0.0,,,0.0,,
2,8,1.0,0.0,0.0,0.0,,7630.697687590515,15541.533088064725,0.0,0.0,0.0,,,0.0,,
2,9,1.0,0.0,0.0,0.0,,7360.4801834087975,0.0,7360.4801834087975,0.0,0.0,,,0.0,,
2,10,1.0,0.0,0.0,0.0,,7099.831594489566,4460.311777898363,10000.0,0.0,0.0,,,0.0,,
2,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
3,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
3,1,1.0,0.0,0.0,0.0,,9821.344612135428,0.0,9821.344612135428,0.0,0.0,,,0.0,,
3,2,1.0,0.0,0.0,0.0,,9473.552137914401,18432.972406094726,861.924343955101,0.0,0.0,,,0.0,,
3,3,1.0,0.0,0.0,0.0,,9138.075656044899,0.0,10000.0,0.0,0.0,,,0.0,,
3,4,1.0,0.0,0.0,0.0,,8814.47903383618,17316.820616720954,1497.6584171152263,0.0,0.0,,,0.0,,
3,5,1.0,0.0,0.0,0.0,,8502.341582884774,10000.0,0.0,0.0,0.0,,,0.0,,
3,6,1.0,0.0,0.0,0.0,,8201.257512162923,0.0,8201.257512162923,0.0,0.0,,,0.0,,
3,7,1.0,0.0,0.0,0.0,,7910.8354004742105,13742.790600227649,2369.3023124094852,0.0,0.0,,,0.0,,
3,8,1.0,0.0,0.0,0.0,,7630.697687590515,0.0,10000.0,0.0,0.0,,,0.0,,
3,9,1.0,0.0,0.0,0.0,,7360.4801834087975,17360.4801834088,0.0,0.0,0.0,,,0.0,,
3,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,7099.831594489566,0.0,0.0,,,0.0,,
3,11,1.0,0.0,0.0,0.0,,6848.413067361511,13948.244661851077,0.0,0.0,0.0,,,0.0,,
4,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
4,1,1.0,0.0,0.0,0.0,,9821.344612135428,9821.344612135428,0.0,0.0,0.0,,,0.0,,
4,2,1.0,0.0,0.0,0.0,,9473.552137914401,8611.6277939593,861.924343955101,0.0,0.0,,,0.0,,
4,3,1.0,0.0,0.0,0.0,,9138.075656044899,0.0,10000.0,0.0,0.0,,,0.0,,
4,4,1.0,0.0,0.0,0.0,,8814.47903383618,18814.479033836178,0.0,0.0,0.0,,,0.0,,
4,5,1.0,0.0,0.0,0.0,,8502.341582884774,8502.341582884774,0.0,0.0,0.0,,,0.0,,
4,6,1.0,0.0,0.0,0.0,,8201.257512162923,0.0,8201.257512162923,0.0,0.0,,,0.0,,
4,7,1.0,0.0,0.0,0.0,,7910.8354004742105,6112.092912637134,10000.0,0.0,0.0,,,0.0,,
4,8,1.0,0.0,0.0,0.0,,7630.697687590515,17630.697687590517,0.0,0.0,0.0,,,0.0,,
4,9,1.0,0.0,0.0,0.0,,7360.4801834087975,4460.311777898363,2900.1684055104342,0.0,0.0,,,0.0,,
4,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,10000.0,0.0,0.0,,,0.0,,
4,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
5,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
5,1,1.0,0.0,0.0,0.0,,9821.344612135428,9821.344612135428,0.0,0.0,0.0,,,0.0,,
5,2,1.0,0.0,0.0,0.0,,9473.552137914401,8611.6277939593,861.924343955101,0.0,0.0,,,0.0,,
5,3,1.0,0.0,0.0,0.0,,9138.075656044899,0.0,10000.0,0.0,0.0,,,0.0,,
5,4,1.0,0.0,0.0,0.0,,8814.47903383618,18814.479033836178,0.0,0.0,0.0,,,0.0,,
5,5,1.0,0.0,0.0,0.0,,8502.341582884774,0.0,8502.341582884774,0.0,0.0,,,0.0,,
5,6,1.0,0.0,0.0,0.0,,8201.257512162923,6703.599095047697,10000.0,0.0,0.0,,,0.0,,
5,7,1.0,0.0,0.0,0.0,,7910.8354004742105,17910.83540047421,0.0,0.0,0.0,,,0.0,,
5,8,1.0,0.0,0.0,0.0,,7630.697687590515,7630.697687590515,0.0,0.0,0.0,,,0.0,,
5,9,1.0,0.0,0.0,0.0,,7360.4801834087975,4460.311777898363,2900.1684055104342,0.0,0.0,,,0.0,,
5,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,10000.0,0.0,0.0,,,0.0,,
5,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
6,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
6,1,1.0,0.0,0.0,0.0,,9821.344612135428,0.0,9821.344612135428,0.0,0.0,,,0.0,,
6,2,1.0,0.0,0.0,0.0,,9473.552137914401,9294.89675004983,10000.0,0.0,0.0,,,0.0,,
6,3,1.0,0.0,0.0,0.0,,9138.075656044899,17952.55468988108,1185.52096616382,0.0,0.0,,,0.0,,
6,4,1.0,0.0,0.0,0.0,,8814.47903383618,0.0,10000.0,0.0,0.0,,,0.0,,
6,5,1.0,0.0,0.0,0.0,,8502.341582884774,18502.341582884772,0.0,0.0,0.0,,,0.0,,
6,6,1.0,0.0,0.0,0.0,,8201.257512162923,8201.257512162923,0.0,0.0,0.0,,,0.0,,
6,7,1.0,0.0,0.0,0.0,,7910.8354004742105,0.0,7910.8354004742105,0.0,0.0,,,0.0,,
6,8,1.0,0.0,0.0,0.0,,7630.697687590515,15541.533088064725,0.0,0.0,0.0,,,0.0,,
6,9,1.0,0.0,0.0,0.0,,7360.4801834087975,4460.311777898363,2900.1684055104342,0.0,0.0,,,0.0,,
6,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,10000.0,0.0,0.0,,,0.0,,
6,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
7,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
7,1,1.0,0.0,0.0,0.0,,9821.344612135428,9821.344612135428,0.0,0.0,0.0,,,0.0,,
7,2,1.0,0.0,0.0,0.0,,9473.552137914401,8611.6277939593,861.924343955101,0.0,0.0,,,0.0,,
7,3,1.0,0.0,0.0,0.0,,9138.075656044899,0.0,10000.0,0.0,0.0,,,0.0,,
7,4,1.0,0.0,0.0,0.0,,8814.47903383618,18814.479033836178,0.0,0.0,0.0,,,0.0,,
7,5,1.0,0.0,0.0,0.0,,8502.341582884774,6703.599095047697,1798.7424878370766,0.0,0.0,,,0.0,,
7,6,1.0,0.0,0.0,0.0,,8201.257512162923,0.0,10000.0,0.0,0.0,,,0.0,,
7,7,1.0,0.0,0.0,0.0,,7910.8354004742105,15541.533088064725,2369.3023124094852,0.0,0.0,,,0.0,,
7,8,1.0,0.0,0.0,0.0,,7630.697687590515,0.0,10000.0,0.0,0.0,,,0.0,,
7,9,1.0,0.0,0.0,0.0,,7360.4801834087975,17360.4801834088,0.0,0.0,0.0,,,0.0,,
7,10,1.0,0.0,0.0,0.0,,7099.831594489566,7099.831594489566,0.0,0.0,0.0,,,0.0,,
7,11,1.0,0.0,0.0,0.0,,6848.413067361511,6848.413067361511,0.0,0.0,0.0,,,0.0,,
8,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
8,1,1.0,0.0,0.0,0.0,,9821.344612135428,0.0,9821.344612135428,0.0,0.0,,,0.0,,
8,2,1.0,0.0,0.0,0.0,,9473.552137914401,19294.89675004983,0.0,0.0,0.0,,,0.0,,
8,3,1.0,0.0,0.0,0.0,,9138.075656044899,7952.554689881079,1185.52096616382,0.0,0.0,,,0.0,,
8,4,1.0,0.0,0.0,0.0,,8814.47903383618,0.0,10000.0,0.0,0.0,,,0.0,,
8,5,1.0,0.0,0.0,0.0,,8502.341582884774,8502.341582884774,10000.0,0.0,0.0,,,0.0,,
8,6,1.0,0.0,0.0,0.0,,8201.257512162923,16112.092912637134,2089.1645995257895,0.0,0.0,,,0.0,,
8,7,1.0,0.0,0.0,0.0,,7910.8354004742105,0.0,10000.0,0.0,0.0,,,0.0,,
8,8,1.0,0.0,0.0,0.0,,7630.697687590515,17630.697687590517,0.0,0.0,0.0,,,0.0,,
8,9,1.0,0.0,0.0,0.0,,7360.4801834087975,4460.311777898363,2900.1684055104342,0.0,0.0,,,0.0,,
8,10,1.0,0.0,0.0,0.0,,7099.831594489566,0.0,10000.0,0.0,0.0,,,0.0,,
8,11,1.0,0.0,0.0,0.0,,6848.413067361511,16848.41306736151,0.0,0.0,0.0,,,0.0,,
9,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
9,1,1.0,0.0,0.0,0.0,,9821.344612135603,9821.344612135603,0.0,0.0,0.0,,,0.0,,
9,2,1.0,0.0,0.0,0.0,,9473.55213791459,8611.627793959693,861.9243439548973,0.0,0.0,,,0.0,,
9,3,1.0,0.0,0.0,0.0,,9138.075656045103,0.0,10000.0,0.0,0.0,,,0.0,,
9,4,1.0,0.0,0.0,0.0,,8814.479033836355,8814.479033836355,10000.0,0.0,0.0,,,0.0,,
9,5,1.0,0.0,0.0,0.0,,8502.341582884963,18502.34158288496,0.0,0.0,0.0,,,0.0,,
9,6,1.0,0.0,0.0,0.0,,8201.257512163156,0.0,8201.257512163156,0.0,0.0,,,0.0,,
9,7,1.0,0.0,0.0,0.0,,7910.835400474414,6112.09291263757,10000.0,0.0,0.0,,,0.0,,
9,8,1.0,0.0,0.0,0.0,,7630.697687590689,14991.177870999705,2639.519816590984,0.0,0.0,,,0.0,,
9,9,1.0,0.0,0.0,0.0,,7360.480183409016,0.0,10000.0,0.0,0.0,,,0.0,,
9,10,1.0,0.0,0.0,0.0,,7099.83159448974,17099.83159448974,0.0,0.0,0.0,,,0.0,,
9,11,1.0,0.0,0.0,0.0,,6848.4130673617,6848.4130673617,0.0,0.0,0.0,,,0.0,,
10,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
10,1,1.0,0.0,0.0,0.0,,9821.344612135646,0.0,9821.344612135646,0.0,0.0,,,0.0,,
10,2,1.0,0.0,0.0,0.0,,9473.552137914583,19294.89675005023,0.0,0.0,0.0,,,0.0,,
10,3,1.0,0.0,0.0,0.0,,9138.075656045088,0.0,9138.075656045088,0.0,0.0,,,0.0,,
10,4,1.0,0.0,0.0,0.0,,8814.479033836384,7952.554689881472,10000.0,0.0,0.0,,,0.0,,
10,5,1.0,0.0,0.0,0.0,,8502.341582884948,16703.599095048106,1798.7424878368438,0.0,0.0,,,0.0,,
10,6,1.0,0.0,0.0,0.0,,8201.257512163156,0.0,10000.0,0.0,0.0,,,0.0,,
10,7,1.0,0.0,0.0,0.0,,7910.835400474385,15541.533088065133,2369.3023124092524,0.0,0.0,,,0.0,,
10,8,1.0,0.0,0.0,0.0,,7630.697687590748,0.0,10000.0,0.0,0.0,,,0.0,,
10,9,1.0,0.0,0.0,0.0,,7360.480183408987,17360.48018340899,0.0,0.0,0.0,,,0.0,,
10,10,1.0,0.0,0.0,0.0,,7099.831594489784,0.0,7099.831594489784,0.0,0.0,,,0.0,,
10,11,1.0,0.0,0.0,0.0,,6848.4130673617,13948.244661851484,0.0,0.0,0.0,,,0.0,,
11,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
11,1,1.0,0.0,0.0,0.0,,9821.344612135617,0.0,9821.344612135617,0.0,0.0,,,0.0,,
11,2,1.0,0.0,0.0,0.0,,9473.55213791459,19294.896750050208,0.0,0.0,0.0,,,0.0,,
11,3,1.0,0.0,0.0,0.0,,9138.075656045117,0.0,9138.075656045117,0.0,0.0,,,0.0,,
11,4,1.0,0.0,0.0,0.0,,8814.47903383637,17952.554689881486,0.0,0.0,0.0,,,0.0,,
11,5,1.0,0.0,0.0,0.0,,8502.341582884963,8502.341582884963,0.0,0.0,0.0,,,0.0,,
11,6,1.0,0.0,0.0,0.0,,8201.257512163113,6112.092912637512,2089.1645995256004,0.0,0.0,,,0.0,,
11,7,1.0,0.0,0.0,0.0,,7910.8354004744,0.0,10000.0,0.0,0.0,,,0.0,,
11,8,1.0,0.0,0.0,0.0,,7630.697687590704,7630.697687590704,10000.0,0.0,0.0,,,0.0,,
11,9,1.0,0.0,0.0,0.0,,7360.480183408979,17360.48018340898,0.0,0.0,0.0,,,0.0,,
11,10,1.0,0.0,0.0,0.0,,7099.831594489755,0.0,7099.831594489755,0.0,0.0,,,0.0,,
11,11,1.0,0.0,0.0,0.0,,6848.4130673617,13948.244661851455,0.0,0.0,0.0,,,0.0,,
12,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
12,1,1.0,0.0,0.0,0.0,,9821.344612135617,9821.344612135617,0.0,0.0,0.0,,,0.0,,
12,2,1.0,0.0,0.0,0.0,,9473.552137914576,8611.62779395965,861.9243439549264,0.0,0.0,,,0.0,,
12,3,1.0,0.0,0.0,0.0,,9138.075656045074,0.0,10000.0,0.0,0.0,,,0.0,,
12,4,1.0,0.0,0.0,0.0,,8814.47903383637,18814.479033836367,0.0,0.0,0.0,,,0.0,,
12,5,1.0,0.0,0.0,0.0,,8502.341582884948,8502.341582884948,0.0,0.0,0.0,,,0.0,,
12,6,1.0,0.0,0.0,0.0,,8201.257512163142,8201.257512163142,0.0,0.0,0.0,,,0.0,,
12,7,1.0,0.0,0.0,0.0,,7910.835400474443,0.0,7910.835400474443,0.0,0.0,,,0.0,,
12,8,1.0,0.0,0.0,0.0,,7630.697687590689,5541.533088065133,10000.0,0.0,0.0,,,0.0,,
12,9,1.0,0.0,0.0,0.0,,7360.480183408979,17360.48018340898,0.0,0.0,0.0,,,0.0,,
12,10,1.0,0.0,0.0,0.0,,7099.831594489748,7099.831594489748,0.0,0.0,0.0,,,0.0,,
12,11,1.0,0.0,0.0,0.0,,6848.4130673616855,6848.4130673616855,0.0,0.0,0.0,,,0.0,,
13,0,1.0,0.0,0.0,1.115088474704934e-08,,0.0,0.0,0.0,0.0,10000.00000001115,,,1.0,,
13,1,1.0,0.0,0.0,0.0,,9821.344612135603,0.0,9821.344612135603,0.0,0.0,,,0.0,,
13,2,1.0,0.0,0.0,0.0,,9473.55213791459,18432.972406095265,861.9243439549264,0.0,0.0,,,0.0,,
13,3,1.0,0.0,0.0,0.0,,9138.075656045074,0.0,10000.0,0.0,0.0,,,0.0,,
13,4,1.0,0.0,0.0,0.0,,8814.479033836355,18814.479033836353,0.0,0.0,0.0,,,0.0,,
13,5,1.0,0.0,0.0,0.0,,8502.341582884992,0.0,8502.341582884992,0.0,0.0,,,0.0,,
13,6,1.0,0.0,0.0,0.0,,8201.257512163113,16703.599095048106,0.0,0.0,0.0,,,0.0,,
13,7,1.0,0.0,0.0,0.0,,7910.8354004744,7910.8354004744,0.0,0.0,0.0,,,0.0,,
13,8,1.0,0.0,0.0,0.0,,7630.697687590704,7630.697687590704,0.0,0.0,0.0,,,0.0,,
13,9,1.0,0.0,0.0,0.0,,7360.480183408987,4460.311777898742,2900.168405510245,0.0,0.0,,,0.0,,
13,10,1.0,0.0,0.0,0.0,,7099.831594489755,0.0,10000.0,0.0,0.0,,,0.0,,
13,11,1.0,0.0,0.0,0.0,,6848.4130673616855,16848.413067361686,0.0,0.0,0.0,,,0.0,,
14,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
14,1,1.0,0.0,0.0,0.0,,9821.344612135617,0.0,9821.344612135617,0.0,0.0,,,0.0,,
14,2,1.0,0.0,0.0,0.0,,9473.552137914583,19294.8967500502,0.0,0.0,0.0,,,0.0,,
14,3,1.0,0.0,0.0,0.0,,9138.075656045088,9138.075656045088,0.0,0.0,0.0,,,0.0,,
14,4,1.0,0.0,0.0,0.0,,8814.47903383637,7316.820616721332,1497.658417115037,0.0,0.0,,,0.0,,
14,5,1.0,0.0,0.0,0.0,,8502.341582884963,0.0,10000.0,0.0,0.0,,,0.0,,
14,6,1.0,0.0,0.0,0.0,,8201.257512163105,18201.257512163105,0.0,0.0,0.0,,,0.0,,
14,7,1.0,0.0,0.0,0.0,,7910.8354004744,0.0,7910.8354004744,0.0,0.0,,,0.0,,
14,8,1.0,0.0,0.0,0.0,,7630.6976875907185,12902.01327147412,2639.5198165909987,0.0,0.0,,,0.0,,
14,9,1.0,0.0,0.0,0.0,,7360.480183409001,0.0,10000.0,0.0,0.0,,,0.0,,
14,10,1.0,0.0,0.0,0.0,,7099.831594489755,17099.831594489755,0.0,0.0,0.0,,,0.0,,
14,11,1.0,0.0,0.0,0.0,,6848.413067361744,6848.413067361744,0.0,0.0,0.0,,,0.0,,
15,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
15,1,1.0,0.0,0.0,0.0,,9821.344612135617,9821.344612135617,0.0,0.0,0.0,,,0.0,,
15,2,1.0,0.0,0.0,0.0,,9473.55213791459,0.0,9473.55213791459,0.0,0.0,,,0.0,,
15,3,1.0,0.0,0.0,0.0,,9138.075656045088,8611.627793959678,10000.0,0.0,0.0,,,0.0,,
15,4,1.0,0.0,0.0,0.0,,8814.479033836362,17316.820616721325,1497.658417115037,0.0,0.0,,,0.0,,
15,5,1.0,0.0,0.0,0.0,,8502.341582884963,0.0,10000.0,0.0,0.0,,,0.0,,
15,6,1.0,0.0,0.0,0.0,,8201.257512163105,18201.257512163105,0.0,0.0,0.0,,,0.0,,
15,7,1.0,0.0,0.0,0.0,,7910.835400474385,5541.533088065104,2369.3023124092815,0.0,0.0,,,0.0,,
15,8,1.0,0.0,0.0,0.0,,7630.6976875907185,0.0,10000.0,0.0,0.0,,,0.0,,
15,9,1.0,0.0,0.0,0.0,,7360.480183408987,17360.48018340899,0.0,0.0,0.0,,,0.0,,
15,10,1.0,0.0,0.0,0.0,,7099.831594489784,0.0,7099.831594489784,0.0,0.0,,,0.0,,
15,11,1.0,0.0,0.0,0.0,,6848.413067361729,13948.244661851513,0.0,0.0,0.0,,,0.0,,
16,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
16,1,1.0,0.0,0.0,0.0,,9821.344612135617,0.0,9821.344612135617,0.0,0.0,,,0.0,,
16,2,1.0,0.0,0.0,0.0,,9473.552137914576,9294.896750050193,10000.0,0.0,0.0,,,0.0,,
16,3,1.0,0.0,0.0,0.0,,9138.075656045088,19138.07565604509,0.0,0.0,0.0,,,0.0,,
16,4,1.0,0.0,0.0,0.0,,8814.479033836355,0.0,8814.479033836355,0.0,0.0,,,0.0,,
16,5,1.0,0.0,0.0,0.0,,8502.341582884948,17316.820616721303,0.0,0.0,0.0,,,0.0,,
16,6,1.0,0.0,0.0,0.0,,8201.257512163113,8201.257512163113,0.0,0.0,0.0,,,0.0,,
16,7,1.0,0.0,0.0,0.0,,7910.835400474429,0.0,7910.835400474429,0.0,0.0,,,0.0,,
16,8,1.0,0.0,0.0,0.0,,7630.697687590704,5541.533088065133,10000.0,0.0,0.0,,,0.0,,
16,9,1.0,0.0,0.0,0.0,,7360.480183408972,17360.480183408974,0.0,0.0,0.0,,,0.0,,
16,10,1.0,0.0,0.0,0.0,,7099.831594489755,0.0,7099.831594489755,0.0,0.0,,,0.0,,
16,11,1.0,0.0,0.0,0.0,,6848.4130673617,13948.244661851455,0.0,0.0,0.0,,,0.0,,
17,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
17,1,1.0,0.0,0.0,0.0,,9821.344612135617,9821.344612135617,0.0,0.0,0.0,,,0.0,,
17,2,1.0,0.0,0.0,0.0,,9473.552137914605,8611.627793959708,861.9243439548973,0.0,0.0,,,0.0,,
17,3,1.0,0.0,0.0,0.0,,9138.075656045103,0.0,10000.0,0.0,0.0,,,0.0,,
17,4,1.0,0.0,0.0,0.0,,8814.479033836355,18814.479033836353,0.0,0.0,0.0,,,0.0,,
17,5,1.0,0.0,0.0,0.0,,8502.341582884963,6703.599095048105,1798.7424878368583,0.0,0.0,,,0.0,,
17,6,1.0,0.0,0.0,0.0,,8201.257512163142,0.0,10000.0,0.0,0.0,,,0.0,,
17,7,1.0,0.0,0.0,0.0,,7910.835400474385,17910.835400474385,0.0,0.0,0.0,,,0.0,,
17,8,1.0,0.0,0.0,0.0,,7630.697687590704,0.0,7630.697687590704,0.0,0.0,,,0.0,,
17,9,1.0,0.0,0.0,0.0,,7360.480183408972,4991.177870999676,10000.0,0.0,0.0,,,0.0,,
17,10,1.0,0.0,0.0,0.0,,7099.83159448974,17099.83159448974,0.0,0.0,0.0,,,0.0,,
17,11,1.0,0.0,0.0,0.0,,6848.4130673616855,6848.4130673616855,0.0,0.0,0.0,,,0.0,,
18,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
18,1,1.0,0.0,0.0,0.0,,9821.344612135617,9821.344612135617,0.0,0.0,0.0,,,0.0,,
18,2,1.0,0.0,0.0,0.0,,9473.55213791459,8611.627793959678,861.9243439549118,0.0,0.0,,,0.0,,
18,3,1.0,0.0,0.0,0.0,,9138.075656045088,0.0,10000.0,0.0,0.0,,,0.0,,
18,4,1.0,0.0,0.0,0.0,,8814.479033836384,18814.479033836382,0.0,0.0,0.0,,,0.0,,
18,5,1.0,0.0,0.0,0.0,,8502.341582884977,6703.599095048105,1798.742487836873,0.0,0.0,,,0.0,,
18,6,1.0,0.0,0.0,0.0,,8201.257512163127,0.0,10000.0,0.0,0.0,,,0.0,,
18,7,1.0,0.0,0.0,0.0,,7910.835400474385,17910.835400474385,0.0,0.0,0.0,,,0.0,,
18,8,1.0,0.0,0.0,0.0,,7630.697687590689,7630.697687590689,0.0,0.0,0.0,,,0.0,,
18,9,1.0,0.0,0.0,0.0,,7360.480183409016,4460.3117778988,2900.168405510216,0.0,0.0,,,0.0,,
18,10,1.0,0.0,0.0,0.0,,7099.831594489784,0.0,10000.0,0.0,0.0,,,0.0,,
18,11,1.0,0.0,0.0,0.0,,6848.4130673616855,16848.413067361686,0.0,0.0,0.0,,,0.0,,
19,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
19,1,1.0,0.0,0.0,0.0,,9821.344612135646,0.0,9821.344612135646,0.0,0.0,,,0.0,,
19,2,1.0,0.0,0.0,0.0,,9473.552137914576,18432.972406095338,861.9243439548827,0.0,0.0,,,0.0,,
19,3,1.0,0.0,0.0,0.0,,9138.075656045117,0.0,10000.0,0.0,0.0,,,0.0,,
19,4,1.0,0.0,0.0,0.0,,8814.47903383637,8814.47903383637,10000.0,0.0,0.0,,,0.0,,
19,5,1.0,0.0,0.0,0.0,,8502.341582884963,18502.34158288496,0.0,0.0,0.0,,,0.0,,
19,6,1.0,0.0,0.0,0.0,,8201.257512163105,8201.257512163105,0.0,0.0,0.0,,,0.0,,
19,7,1.0,0.0,0.0,0.0,,7910.835400474385,7910.835400474385,0.0,0.0,0.0,,,0.0,,
19,8,1.0,0.0,0.0,0.0,,7630.697687590748,0.0,7630.697687590748,0.0,0.0,,,0.0,,
19,9,1.0,0.0,0.0,0.0,,7360.480183409016,4991.177870999763,10000.0,0.0,0.0,,,0.0,,
19,10,1.0,0.0,0.0,0.0,,7099.831594489755,17099.831594489755,0.0,0.0,0.0,,,0.0,,
19,11,1.0,0.0,0.0,0.0,,6848.4130673616855,6848.4130673616855,0.0,0.0,0.0,,,0.0,,
20,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10000.0,,,1.0,,
